"","avg_card","date","duration","generator","iteration","perc_minimal","size","r","MN"
"19176",18.5,"2014-May-28 16:28:38",25847,"Opts 1-3",92,1,600,5,40
"19177",19.2259414225941,"2014-May-28 16:29:23",522545221,"Opts 1-2",84,1,956,5,40
"19178",19.7843137254902,"2014-May-28 16:29:23",63719,"Opts 1-3",93,1,1224,5,40
"19179",18.6666666666667,"2014-May-28 16:30:28",398070144,"Opts 1-2",89,1,48,5,40
"19180",20,"2014-May-28 16:30:28",7050,"Opts 1-3",94,1,120,5,40
"19181",18.1111111111111,"2014-May-28 16:30:58",163847665,"Opts 1-2",91,1,108,5,40
"19182",17.3404255319149,"2014-May-28 16:30:58",10147,"Opts 1-3",95,1,752,5,40
"19183",19.1666666666667,"2014-May-28 16:31:44",477058864,"Opts 1-2",88,1,180,5,40
"19184",17.622641509434,"2014-May-28 16:31:45",4519,"Opts 1-3",96,1,212,5,40
"19185",18.7440476190476,"2014-May-28 16:36:30",843848134,"Opts 1-2",86,1,336,5,40
"19186",18.7294117647059,"2014-May-28 16:36:30",2538,"Opts 1-3",97,1,85,5,40
"19187",17.3404255319149,"2014-May-28 16:36:47",348832468,"Opts 1-2",95,1,752,5,40
"19188",20.7045454545455,"2014-May-28 16:36:47",18391,"Opts 1-3",98,1,176,5,40
"19189",20.5,"2014-May-28 16:38:43",1300372376,"Opts 1-2",81,1,64,5,40
"19190",18.2222222222222,"2014-May-28 16:38:43",3516,"Opts 1-3",99,1,36,5,40
"19191",18.5,"2014-May-28 16:38:52",614053953,"Opts 1-2",92,1,600,5,40
"19192",18.3502392344498,"2014-May-28 16:38:53",102935,"Opts 1-3",100,1,2090,5,40
"19193",20,"2014-May-28 16:41:09",641378787,"Opts 1-2",94,1,120,5,40
"19194",19.7843137254902,"2014-May-28 16:42:19",775782013,"Opts 1-2",93,1,1224,5,40
"19195",18.7294117647059,"2014-May-28 16:42:34",363383657,"Opts 1-2",97,1,85,5,40
"19196",17.622641509434,"2014-May-28 16:42:42",657242250,"Opts 1-2",96,1,212,5,40
"19197",19.8538011695906,"2014-May-28 16:43:53",2202860709,"Opts 1-2",76,1,342,5,40
"19198",18.2222222222222,"2014-May-28 16:46:21",457376461,"Opts 1-2",99,1,36,5,40
"19199",18.3502392344498,"2014-May-28 16:46:29",456046256,"Opts 1-2",100,1,2090,5,40
"19200",20.7045454545455,"2014-May-28 16:52:55",967778274,"Opts 1-2",98,1,176,5,40
"19201",12.2442092257002,"2014-May-28 16:53:06",11186406,"Opts 1-3",2,1,121400,15,40
"19202",11.7091894736842,"2014-May-28 16:53:12",17086116,"Opts 1-3",4,1,190000,15,40
"19203",11.7211316841949,"2014-May-28 16:53:23",27794435,"Opts 1-3",1,1,168775,15,40
"19204",12.3499953563041,"2014-May-28 16:53:32",22436806,"Opts 1-3",5,1,150742,15,40
"19205",12.0220690583304,"2014-May-28 16:54:29",94288803,"Opts 1-3",3,1,520140,15,40
"19206",13.1726978237325,"2014-May-28 16:54:37",70102256,"Opts 1-3",6,1,411806,15,40
"19207",12.0528431627107,"2014-May-28 16:54:57",14770216,"Opts 1-3",7,1,111689,15,40
"19208",11.5926703942025,"2014-May-28 16:55:18",17155167,"Opts 1-3",8,1,128056,15,40
"19209",11.7211316841949,"2014-May-28 16:55:21",146541978,"Opts 1-2",1,1,168775,15,40
"19210",12.2442092257002,"2014-May-28 16:56:01",186125578,"Opts 1-2",2,1,121400,15,40
"19211",11.7091894736842,"2014-May-28 16:56:09",193757344,"Opts 1-2",4,1,190000,15,40
"19212",11.7967079261672,"2014-May-28 16:56:24",10311828,"Opts 1-3",10,1,115125,15,40
"19213",11.5926703942025,"2014-May-28 16:57:22",121020022,"Opts 1-2",8,1,128056,15,40
"19214",12.0528431627107,"2014-May-28 16:57:32",162460540,"Opts 1-2",7,1,111689,15,40
"19215",12.3546429340636,"2014-May-28 16:57:35",9878536,"Opts 1-3",11,1,130004,15,40
"19216",12.3499953563041,"2014-May-28 16:57:42",265614124,"Opts 1-2",5,1,150742,15,40
"19217",12.6449402620578,"2014-May-28 16:57:38",132097232,"Opts 1-3",9,1,387777,15,40
"19218",12.0220690583304,"2014-May-28 16:57:54",299006731,"Opts 1-2",3,1,520140,15,40
"19219",11.4264194216032,"2014-May-28 16:58:19",29900076,"Opts 1-3",13,1,178770,15,40
"19220",11.4941113389901,"2014-May-28 16:58:35",55876127,"Opts 1-3",12,1,373005,15,40
"19221",10.7932950868702,"2014-May-28 16:58:42",18866521,"Opts 1-3",14,1,183895,15,40
"19222",12.091752891053,"2014-May-28 16:58:49",2224650,"Opts 1-3",15,1,39432,15,40
"19223",11.7967079261672,"2014-May-28 16:59:05",158939643,"Opts 1-2",10,1,115125,15,40
"19224",13.1754990812013,"2014-May-28 16:59:41",33406837,"Opts 1-3",16,1,175773,15,40
"19225",10.7932950868702,"2014-May-28 17:00:33",109656335,"Opts 1-2",14,1,183895,15,40
"19226",12.3546429340636,"2014-May-28 17:00:37",182265436,"Opts 1-2",11,1,130004,15,40
"19227",11.4264194216032,"2014-May-28 17:00:40",153406551,"Opts 1-2",13,1,178770,15,40
"19228",11.4941113389901,"2014-May-28 17:00:54",188178683,"Opts 1-2",12,1,373005,15,40
"19229",12.091752891053,"2014-May-28 17:01:22",151772365,"Opts 1-2",15,1,39432,15,40
"19230",13.1726978237325,"2014-May-28 17:01:22",466367579,"Opts 1-2",6,1,411806,15,40
"19231",12.6449402620578,"2014-May-28 17:02:58",414203400,"Opts 1-2",9,1,387777,15,40
"19232",12.1769004450392,"2014-May-28 17:03:07",104303106,"Opts 1-3",19,1,376596,15,40
"19233",11.5535652479008,"2014-May-28 17:03:38",28394897,"Opts 1-3",20,1,210911,15,40
"19234",12.1706249417901,"2014-May-28 17:03:35",170550454,"Opts 1-3",18,1,558324,15,40
"19235",11.1163666530837,"2014-May-28 17:04:42",245036473,"Opts 1-3",17,1,547253,15,40
"19236",12.5438732913154,"2014-May-28 17:05:04",9818134,"Opts 1-3",22,1,97736,15,40
"19237",11.9442241040483,"2014-May-28 17:05:12",88020416,"Opts 1-3",21,1,279870,15,40
"19238",13.1754990812013,"2014-May-28 17:05:37",350544838,"Opts 1-2",16,1,175773,15,40
"19239",11.5535652479008,"2014-May-28 17:05:59",161871076,"Opts 1-2",20,1,210911,15,40
"19240",11.7774241162355,"2014-May-28 17:06:12",52402126,"Opts 1-3",23,1,363813,15,40
"19241",11.1163666530837,"2014-May-28 17:06:13",332747297,"Opts 1-2",17,1,547253,15,40
"19242",12.1564929213946,"2014-May-28 17:06:30",24512368,"Opts 1-3",24,1,196437,15,40
"19243",12.1769004450392,"2014-May-28 17:06:41",307235755,"Opts 1-2",19,1,376596,15,40
"19244",12.5438732913154,"2014-May-28 17:07:19",132737349,"Opts 1-2",22,1,97736,15,40
"19245",12.1706249417901,"2014-May-28 17:07:10",367063595,"Opts 1-2",18,1,558324,15,40
"19246",12.5163679217422,"2014-May-28 17:07:46",80971403,"Opts 1-3",25,1,355543,15,40
"19247",11.9442241040483,"2014-May-28 17:07:53",244555248,"Opts 1-2",21,1,279870,15,40
"19248",11.6717578814628,"2014-May-28 17:08:08",7727944,"Opts 1-3",28,1,99125,15,40
"19249",11.4654897640789,"2014-May-28 17:08:39",107029769,"Opts 1-3",26,1,357662,15,40
"19250",12.7428318658047,"2014-May-28 17:08:49",85163554,"Opts 1-3",27,1,287104,15,40
"19251",11.7774241162355,"2014-May-28 17:09:03",200453549,"Opts 1-2",23,1,363813,15,40
"19252",12.1564929213946,"2014-May-28 17:09:35",194394424,"Opts 1-2",24,1,196437,15,40
"19253",12.1789956776752,"2014-May-28 17:09:34",22354892,"Opts 1-3",30,1,202206,15,40
"19254",12.8876385070515,"2014-May-28 17:10:08",28027340,"Opts 1-3",31,1,179323,15,40
"19255",11.6717578814628,"2014-May-28 17:10:20",129348827,"Opts 1-2",28,1,99125,15,40
"19256",12.4835802407967,"2014-May-28 17:10:17",89222763,"Opts 1-3",29,1,403660,15,40
"19257",11.4654897640789,"2014-May-28 17:10:44",202129871,"Opts 1-2",26,1,357662,15,40
"19258",12.8335324689373,"2014-May-28 17:10:59",36545618,"Opts 1-3",32,1,203379,15,40
"19259",12.5163679217422,"2014-May-28 17:11:12",277892233,"Opts 1-2",25,1,355543,15,40
"19260",11.7955363119143,"2014-May-28 17:12:39",106179343,"Opts 1-3",33,1,382464,15,40
"19261",12.1789956776752,"2014-May-28 17:12:55",195252775,"Opts 1-2",30,1,202206,15,40
"19262",12.2418575025542,"2014-May-28 17:13:50",49638914,"Opts 1-3",35,1,233927,15,40
"19263",12.8876385070515,"2014-May-28 17:14:01",227697559,"Opts 1-2",31,1,179323,15,40
"19264",12.0184054654181,"2014-May-28 17:14:03",160615048,"Opts 1-3",34,1,352178,15,40
"19265",12.4835802407967,"2014-May-28 17:14:46",348776137,"Opts 1-2",29,1,403660,15,40
"19266",12.7428318658047,"2014-May-28 17:15:09",432692549,"Opts 1-2",27,1,287104,15,40
"19267",11.7955363119143,"2014-May-28 17:15:19",254530132,"Opts 1-2",33,1,382464,15,40
"19268",12.8335324689373,"2014-May-28 17:15:23",294946331,"Opts 1-2",32,1,203379,15,40
"19269",11.7127937867407,"2014-May-28 17:16:07",120922443,"Opts 1-3",36,1,541294,15,40
"19270",12.5741079771637,"2014-May-28 17:17:17",108371707,"Opts 1-3",38,1,341387,15,40
"19271",11.4284901107513,"2014-May-28 17:17:28",151048577,"Opts 1-3",37,1,484870,15,40
"19272",12.2418575025542,"2014-May-28 17:17:36",220485390,"Opts 1-2",35,1,233927,15,40
"19273",11.4648722528764,"2014-May-28 17:17:55",15772957,"Opts 1-3",40,1,138281,15,40
"19274",12.0184054654181,"2014-May-28 17:17:56",308627898,"Opts 1-2",34,1,352178,15,40
"19275",12.822975076017,"2014-May-28 17:18:08",108243381,"Opts 1-3",39,1,417670,15,40
"19276",11.7127937867407,"2014-May-28 17:18:56",284383677,"Opts 1-2",36,1,541294,15,40
"19277",11.4648722528764,"2014-May-28 17:19:09",87033877,"Opts 1-2",40,1,138281,15,40
"19278",11.8058976582827,"2014-May-28 17:19:17",4293851,"Opts 1-3",43,1,40355,15,40
"19279",11.8777920144059,"2014-May-28 17:19:38",77297159,"Opts 1-3",42,1,317647,15,40
"19280",11.4284901107513,"2014-May-28 17:20:31",313673838,"Opts 1-2",37,1,484870,15,40
"19281",12.5741079771637,"2014-May-28 17:20:43",314389555,"Opts 1-2",38,1,341387,15,40
"19282",12.0222224843416,"2014-May-28 17:21:18",25066316,"Opts 1-3",45,1,169558,15,40
"19283",11.8058976582827,"2014-May-28 17:22:20",181498954,"Opts 1-2",43,1,40355,15,40
"19284",12.1634097953698,"2014-May-28 17:23:40",340623748,"Opts 1-3",41,1,876557,15,40
"19285",12.0222224843416,"2014-May-28 17:24:08",166042353,"Opts 1-2",45,1,169558,15,40
"19286",11.3116173273595,"2014-May-28 17:24:05",259523463,"Opts 1-3",44,1,566249,15,40
"19287",12.822975076017,"2014-May-28 17:24:23",417230348,"Opts 1-2",39,1,417670,15,40
"19288",11.9981280797659,"2014-May-28 17:24:40",26611386,"Opts 1-3",47,1,207808,15,40
"19289",11.8777920144059,"2014-May-28 17:24:42",332652105,"Opts 1-2",42,1,317647,15,40
"19290",11.8365343927782,"2014-May-28 17:25:01",10400008,"Opts 1-3",49,1,85076,15,40
"19291",11.9981280797659,"2014-May-28 17:27:23",186546686,"Opts 1-2",47,1,207808,15,40
"19292",11.8365343927782,"2014-May-28 17:27:35",151886303,"Opts 1-2",49,1,85076,15,40
"19293",11.9761594765424,"2014-May-28 17:27:48",192294101,"Opts 1-3",48,1,570667,15,40
"19294",12.1634097953698,"2014-May-28 17:28:18",612640411,"Opts 1-2",41,1,876557,15,40
"19295",12.3352497201948,"2014-May-28 17:28:25",363909963,"Opts 1-3",46,1,731759,15,40
"19296",11.3116173273595,"2014-May-28 17:28:43",481826644,"Opts 1-2",44,1,566249,15,40
"19297",11.7102046531615,"2014-May-28 17:29:35",125937964,"Opts 1-3",50,1,414213,15,40
"19298",10.8308352383419,"2014-May-28 17:30:30",44896154,"Opts 1-3",53,1,266403,15,40
"19299",12.5685358770051,"2014-May-28 17:30:43",118235364,"Opts 1-3",52,1,332957,15,40
"19300",13.0509629360465,"2014-May-28 17:31:02",10248863,"Opts 1-3",54,1,121088,15,40
"19301",11.9631334866737,"2014-May-28 17:31:05",182976715,"Opts 1-3",51,1,509107,15,40
"19302",11.9761594765424,"2014-May-28 17:31:49",423373692,"Opts 1-2",48,1,570667,15,40
"19303",10.8308352383419,"2014-May-28 17:32:29",113760478,"Opts 1-2",53,1,266403,15,40
"19304",12.0065522670526,"2014-May-28 17:32:39",3913254,"Opts 1-3",56,1,62879,15,40
"19305",12.3047946883175,"2014-May-28 17:32:35",76644000,"Opts 1-3",55,1,306193,15,40
"19306",11.7102046531615,"2014-May-28 17:32:44",306326866,"Opts 1-2",50,1,414213,15,40
"19307",12.5685358770051,"2014-May-28 17:34:06",310486481,"Opts 1-2",52,1,332957,15,40
"19308",12.0065522670526,"2014-May-28 17:34:30",108877819,"Opts 1-2",56,1,62879,15,40
"19309",11.9631334866737,"2014-May-28 17:34:32",352201005,"Opts 1-2",51,1,509107,15,40
"19310",12.3352497201948,"2014-May-28 17:34:35",633893004,"Opts 1-2",46,1,731759,15,40
"19311",12.1330849592871,"2014-May-28 17:34:52",7059658,"Opts 1-3",59,1,52072,15,40
"19312",13.0509629360465,"2014-May-28 17:35:12",246383493,"Opts 1-2",54,1,121088,15,40
"19313",12.3047946883175,"2014-May-28 17:35:47",223663244,"Opts 1-2",55,1,306193,15,40
"19314",12.1815930902111,"2014-May-28 17:36:36",40064230,"Opts 1-3",61,1,156300,15,40
"19315",12.1330849592871,"2014-May-28 17:37:36",162555751,"Opts 1-2",59,1,52072,15,40
"19316",12.4124330958738,"2014-May-28 17:37:41",297134926,"Opts 1-3",57,1,553217,15,40
"19317",12.5366585307423,"2014-May-28 17:37:57",19057114,"Opts 1-3",62,1,288023,15,40
"19318",12.8248057983659,"2014-May-28 17:38:49",274774003,"Opts 1-3",58,1,596030,15,40
"19319",12.8888593089418,"2014-May-28 17:39:13",68086590,"Opts 1-3",63,1,251672,15,40
"19320",11.5329993036424,"2014-May-28 17:40:28",66264165,"Opts 1-3",64,1,360447,15,40
"19321",12.1815930902111,"2014-May-28 17:40:35",234362902,"Opts 1-2",61,1,156300,15,40
"19322",12.4564718772482,"2014-May-28 17:40:31",336597188,"Opts 1-3",60,1,635233,15,40
"19323",12.1911711684262,"2014-May-28 17:41:28",48809397,"Opts 1-3",65,1,196923,15,40
"19324",11.8059226215526,"2014-May-28 17:41:53",19385265,"Opts 1-3",66,1,142572,15,40
"19325",12.5366585307423,"2014-May-28 17:42:34",278013431,"Opts 1-2",62,1,288023,15,40
"19326",12.4124330958738,"2014-May-28 17:42:58",605073212,"Opts 1-2",57,1,553217,15,40
"19327",11.5329993036424,"2014-May-28 17:43:46",189890475,"Opts 1-2",64,1,360447,15,40
"19328",11.8059226215526,"2014-May-28 17:43:56",119886059,"Opts 1-2",66,1,142572,15,40
"19329",11.8552317030224,"2014-May-28 17:43:59",77311389,"Opts 1-3",67,1,241365,15,40
"19330",11.9828922770138,"2014-May-28 17:44:21",16084754,"Opts 1-3",69,1,120355,15,40
"19331",12.1911711684262,"2014-May-28 17:44:44",237137593,"Opts 1-2",65,1,196923,15,40
"19332",11.805261464446,"2014-May-28 17:44:54",4294128,"Opts 1-3",70,1,65267,15,40
"19333",12.8248057983659,"2014-May-28 17:44:55",623650609,"Opts 1-2",58,1,596030,15,40
"19334",12.8888593089418,"2014-May-28 17:45:16",371703569,"Opts 1-2",63,1,251672,15,40
"19335",12.1513059725423,"2014-May-28 17:46:19",144612052,"Opts 1-3",68,1,467774,15,40
"19336",13.8812342180125,"2014-May-28 17:46:49",17929897,"Opts 1-3",72,1,93857,15,40
"19337",12.4564718772482,"2014-May-28 17:46:39",683283420,"Opts 1-2",60,1,635233,15,40
"19338",11.805261464446,"2014-May-28 17:46:59",123545935,"Opts 1-2",70,1,65267,15,40
"19339",13.1762611462961,"2014-May-28 17:46:58",108252465,"Opts 1-3",71,1,317370,15,40
"19340",13.28871,"2014-May-28 17:47:10",14376185,"Opts 1-3",73,1,1e+05,15,40
"19341",11.9828922770138,"2014-May-28 17:48:05",220042710,"Opts 1-2",69,1,120355,15,40
"19342",11.8552317030224,"2014-May-28 17:48:35",322933290,"Opts 1-2",67,1,241365,15,40
"19343",11.9502173358428,"2014-May-28 17:49:02",54509092,"Opts 1-3",75,1,207743,15,40
"19344",12.1513059725423,"2014-May-28 17:50:31",391799282,"Opts 1-2",68,1,467774,15,40
"19345",12.9884526647845,"2014-May-28 17:50:38",210866026,"Opts 1-3",74,1,519254,15,40
"19346",12.1658645003066,"2014-May-28 17:50:59",6184779,"Opts 1-3",77,1,65240,15,40
"19347",12.4145856450994,"2014-May-28 17:51:09",120743555,"Opts 1-3",76,1,385708,15,40
"19348",13.28871,"2014-May-28 17:51:21",260437497,"Opts 1-2",73,1,1e+05,15,40
"19349",11.177487223734,"2014-May-28 17:51:49",29795125,"Opts 1-3",78,1,226005,15,40
"19350",11.9502173358428,"2014-May-28 17:52:30",228550289,"Opts 1-2",75,1,207743,15,40
"19351",11.6796376663851,"2014-May-28 17:52:32",37848645,"Opts 1-3",79,1,240331,15,40
"19352",12.1658645003066,"2014-May-28 17:52:50",108956645,"Opts 1-2",77,1,65240,15,40
"19353",11.177487223734,"2014-May-28 17:53:05",100928730,"Opts 1-2",78,1,226005,15,40
"19354",12.5413964363736,"2014-May-28 17:53:08",29810619,"Opts 1-3",80,1,117184,15,40
"19355",13.8812342180125,"2014-May-28 17:53:39",406177510,"Opts 1-2",72,1,93857,15,40
"19356",13.1762611462961,"2014-May-28 17:53:43",499434932,"Opts 1-2",71,1,317370,15,40
"19357",12.3239405434446,"2014-May-28 17:54:24",73305760,"Opts 1-3",81,1,307115,15,40
"19358",12.8461732153689,"2014-May-28 17:54:41",8953821,"Opts 1-3",83,1,87371,15,40
"19359",12.5413964363736,"2014-May-28 17:55:46",174306938,"Opts 1-2",80,1,117184,15,40
"19360",11.6796376663851,"2014-May-28 17:56:04",208385433,"Opts 1-2",79,1,240331,15,40
"19361",11.9972110392893,"2014-May-28 17:56:23",33546168,"Opts 1-3",84,1,168163,15,40
"19362",11.6103580876537,"2014-May-28 17:56:36",8763282,"Opts 1-3",85,1,110001,15,40
"19363",12.4145856450994,"2014-May-28 17:56:41",357440151,"Opts 1-2",76,1,385708,15,40
"19364",12.9884526647845,"2014-May-28 17:56:46",573357994,"Opts 1-2",74,1,519254,15,40
"19365",12.3239405434446,"2014-May-28 17:57:42",270942388,"Opts 1-2",81,1,307115,15,40
"19366",12.8461732153689,"2014-May-28 17:59:02",258284687,"Opts 1-2",83,1,87371,15,40
"19367",11.6103580876537,"2014-May-28 17:59:33",174295832,"Opts 1-2",85,1,110001,15,40
"19368",11.9972110392893,"2014-May-28 17:59:54",223781517,"Opts 1-2",84,1,168163,15,40
"19369",13.5740743678836,"2014-May-28 18:00:01",25024122,"Opts 1-3",88,1,189087,15,40
"19370",11.8522833459465,"2014-May-28 18:00:16",205205564,"Opts 1-3",86,1,562902,15,40
"19371",12.4881150941539,"2014-May-28 18:01:33",471165432,"Opts 1-3",82,1,711070,15,40
"19372",13.2445399974456,"2014-May-28 18:01:59",248394200,"Opts 1-3",87,1,657692,15,40
"19373",12.4031121117332,"2014-May-28 18:02:46",52879621,"Opts 1-3",90,1,250955,15,40
"19374",11.9646403929465,"2014-May-28 18:02:59",173080244,"Opts 1-3",89,1,465814,15,40
"19375",11.8522833459465,"2014-May-28 18:03:00",359970531,"Opts 1-2",86,1,562902,15,40
"19376",11.8662582384454,"2014-May-28 18:03:25",31230204,"Opts 1-3",91,1,144293,15,40
"19377",12.2649017378593,"2014-May-28 18:03:35",21320950,"Opts 1-3",92,1,160082,15,40
"19378",13.584000929328,"2014-May-28 18:04:08",28752436,"Opts 1-3",93,1,232426,15,40
"19379",11.8662582384454,"2014-May-28 18:06:03",172089087,"Opts 1-2",91,1,144293,15,40
"19380",12.2485709971743,"2014-May-28 18:06:11",3870825,"Opts 1-3",94,1,46361,15,40
"19381",12.4031121117332,"2014-May-28 18:06:07",227579380,"Opts 1-2",90,1,250955,15,40
"19382",12.4881150941539,"2014-May-28 18:06:52",780711753,"Opts 1-2",82,1,711070,15,40
"19383",12.2649017378593,"2014-May-28 18:07:44",255732292,"Opts 1-2",92,1,160082,15,40
"19384",11.9646403929465,"2014-May-28 18:07:38",429054904,"Opts 1-2",89,1,465814,15,40
"19385",12.0388808594417,"2014-May-28 18:08:17",27846904,"Opts 1-3",96,1,175742,15,40
"19386",12.3220872578791,"2014-May-28 18:08:38",16243548,"Opts 1-3",97,1,116574,15,40
"19387",12.2485709971743,"2014-May-28 18:08:57",164583537,"Opts 1-2",94,1,46361,15,40
"19388",13.5740743678836,"2014-May-28 18:10:05",607121459,"Opts 1-2",88,1,189087,15,40
"19389",12.7015608337117,"2014-May-28 18:09:55",220853111,"Opts 1-3",95,1,757672,15,40
"19390",13.584000929328,"2014-May-28 18:10:17",361657102,"Opts 1-2",93,1,232426,15,40
"19391",11.8314910461583,"2014-May-28 18:10:37",97934642,"Opts 1-3",98,1,306684,15,40
"19392",12.6686256718728,"2014-May-28 18:10:51",34017813,"Opts 1-3",99,1,217117,15,40
"19393",12.0388808594417,"2014-May-28 18:11:04",193640214,"Opts 1-2",96,1,175742,15,40
"19394",13.2445399974456,"2014-May-28 18:10:49",704809562,"Opts 1-2",87,1,657692,15,40
"19395",12.3220872578791,"2014-May-28 18:11:37",175619541,"Opts 1-2",97,1,116574,15,40
"19396",11.8314910461583,"2014-May-28 18:14:10",238927853,"Opts 1-2",98,1,306684,15,40
"19397",12.6686256718728,"2014-May-28 18:14:38",254932203,"Opts 1-2",99,1,217117,15,40
"19398",12.0942853157609,"2014-May-28 18:14:34",229816401,"Opts 1-3",100,1,530528,15,40
"19399",12.0942853157609,"2014-May-28 18:18:35",457511190,"Opts 1-2",100,1,530528,15,40
"19400",12.7015608337117,"2014-May-28 18:19:10",718756106,"Opts 1-2",95,1,757672,15,40
"19401",9.13101915808974,"2014-May-28 18:21:40",129219431,"Opts 1-3",3,1,443729,25,40
"19402",8.61804818880803,"2014-May-28 18:22:15",164694697,"Opts 1-2",4,1,486420,25,40
"19403",9.13101915808974,"2014-May-28 18:22:58",207577928,"Opts 1-2",3,1,443729,25,40
"19404",8.61804818880803,"2014-May-28 18:23:04",213811511,"Opts 1-3",4,1,486420,25,40
"19405",8.83134844410296,"2014-May-28 18:23:39",248595368,"Opts 1-3",2,1,570057,25,40
"19406",8.83134844410296,"2014-May-28 18:24:27",296537166,"Opts 1-2",2,1,570057,25,40
"19407",8.58548541628767,"2014-May-28 18:24:33",165966414,"Opts 1-3",5,1,412275,25,40
"19408",8.58548541628767,"2014-May-28 18:25:33",191608395,"Opts 1-2",5,1,412275,25,40
"19409",8.8895213454075,"2014-May-28 18:25:49",378742109,"Opts 1-3",1,1,498585,25,40
"19410",8.8895213454075,"2014-May-28 18:25:50",380121154,"Opts 1-2",1,1,498585,25,40
"19411",8.94165653759333,"2014-May-28 18:26:10",90459092,"Opts 1-3",8,1,305227,25,40
"19412",8.94165653759333,"2014-May-28 18:27:21",102214837,"Opts 1-2",8,1,305227,25,40
"19413",9.31187547762894,"2014-May-28 18:29:39",221952733,"Opts 1-3",9,1,416118,25,40
"19414",9.31187547762894,"2014-May-28 18:29:44",226215104,"Opts 1-2",9,1,416118,25,40
"19415",8.97358447129163,"2014-May-28 18:31:57",489186760,"Opts 1-3",7,1,590751,25,40
"19416",8.84743521675047,"2014-May-28 18:32:39",168037985,"Opts 1-2",11,1,487819,25,40
"19417",8.84743521675047,"2014-May-28 18:32:57",190289047,"Opts 1-3",11,1,487819,25,40
"19418",8.83385916980357,"2014-May-28 18:33:27",619187099,"Opts 1-3",6,1,837079,25,40
"19419",8.97358447129163,"2014-May-28 18:34:34",598538232,"Opts 1-2",7,1,590751,25,40
"19420",9.00272726418375,"2014-May-28 18:34:38",150956667,"Opts 1-3",12,1,532035,25,40
"19421",9.00272726418375,"2014-May-28 18:36:17",210524585,"Opts 1-2",12,1,532035,25,40
"19422",9.18139112160452,"2014-May-28 18:37:10",245334185,"Opts 1-3",13,1,697581,25,40
"19423",8.32120006283052,"2014-May-28 18:37:13",586880480,"Opts 1-2",10,1,668465,25,40
"19424",9.18139112160452,"2014-May-28 18:37:41",241479975,"Opts 1-2",13,1,697581,25,40
"19425",8.32120006283052,"2014-May-28 18:37:51",696581354,"Opts 1-3",10,1,668465,25,40
"19426",9.00085152484503,"2014-May-28 18:37:55",188892576,"Opts 1-2",14,1,487361,25,40
"19427",8.83385916980357,"2014-May-28 18:38:03",892056786,"Opts 1-2",6,1,837079,25,40
"19428",9.00085152484503,"2014-May-28 18:38:31",227101297,"Opts 1-3",14,1,487361,25,40
"19429",9.511483356343,"2014-May-28 18:40:54",268246857,"Opts 1-3",15,1,488925,25,40
"19430",9.511483356343,"2014-May-28 18:41:57",276252243,"Opts 1-2",15,1,488925,25,40
"19431",8.81674714160628,"2014-May-28 18:45:13",470970293,"Opts 1-3",16,1,630424,25,40
"19432",8.81674714160628,"2014-May-28 18:45:21",449315690,"Opts 1-2",16,1,630424,25,40
"19433",9.34775966770614,"2014-May-28 18:45:27",264819846,"Opts 1-3",19,1,554449,25,40
"19434",9.34775966770614,"2014-May-28 18:45:50",224785402,"Opts 1-2",19,1,554449,25,40
"19435",8.53860181304904,"2014-May-28 18:47:14",537407960,"Opts 1-3",18,1,627341,25,40
"19436",9.12212763177949,"2014-May-28 18:47:25",562865806,"Opts 1-2",17,1,688935,25,40
"19437",9.12212763177949,"2014-May-28 18:47:39",578371862,"Opts 1-3",17,1,688935,25,40
"19438",8.53860181304904,"2014-May-28 18:49:22",643422481,"Opts 1-2",18,1,627341,25,40
"19439",8.94919105827387,"2014-May-28 18:50:11",273390811,"Opts 1-3",21,1,518826,25,40
"19440",8.7903796341266,"2014-May-28 18:50:37",314046619,"Opts 1-3",20,1,494160,25,40
"19441",8.7903796341266,"2014-May-28 18:50:40",309327273,"Opts 1-2",20,1,494160,25,40
"19442",8.94919105827387,"2014-May-28 18:51:20",320850460,"Opts 1-2",21,1,518826,25,40
"19443",9.09329470707567,"2014-May-28 18:52:51",314832696,"Opts 1-2",22,1,390408,25,40
"19444",9.09329470707567,"2014-May-28 18:53:13",349820979,"Opts 1-3",22,1,390408,25,40
"19445",8.79401581736708,"2014-May-28 18:57:36",278607709,"Opts 1-3",26,1,549649,25,40
"19446",8.79401581736708,"2014-May-28 18:58:29",310067219,"Opts 1-2",26,1,549649,25,40
"19447",9.13379418259656,"2014-May-28 18:59:08",529063062,"Opts 1-3",24,1,590504,25,40
"19448",9.13379418259656,"2014-May-28 19:00:25",580214744,"Opts 1-2",24,1,590504,25,40
"19449",9.26082775158664,"2014-May-28 19:01:12",624641085,"Opts 1-3",25,1,796495,25,40
"19450",9.26082775158664,"2014-May-28 19:02:13",644476323,"Opts 1-2",25,1,796495,25,40
"19451",8.82459972996622,"2014-May-28 19:03:46",267798458,"Opts 1-3",28,1,517713,25,40
"19452",9.41607897595692,"2014-May-28 19:03:41",950153075,"Opts 1-3",23,1,992302,25,40
"19453",8.82459972996622,"2014-May-28 19:05:07",273559691,"Opts 1-2",28,1,517713,25,40
"19454",8.71915454365131,"2014-May-28 19:07:08",342463378,"Opts 1-3",29,1,650347,25,40
"19455",9.3873117748704,"2014-May-28 19:07:29",213572259,"Opts 1-2",30,1,380794,25,40
